"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","below_below_below_below_superkingdom","below_below_below_below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","below_below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies"
"715221","186802","family","Caldicoprobacteraceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","715221","","","","","","","","","","","","","","","",""
"475964","475963","family","Caldilineaceae","1","131567","2","1783272","","","","","200795","","","","475962","","","","","475963","","","","475964","","","","","","","","","","","","","","","",""
"693073","693072","family","Caldisericaceae","1","131567","2","","","","","","67814","","","","693071","","","","","693072","","","","693073","","","","","","","","","","","","","","","",""
"72294","213849","family","Campylobacteraceae","1","131567","2","","","","","","1224","","","68525","29547","","","","","213849","","","","72294","","","","","","","","","","","","","","","",""
"1127830","1127829","family","Candidatus Brocadiaceae","1","131567","2","1783257","","","","","203682","","","","203683","","","","","1127829","","","","1127830","","","","","","","","","","","","","","","",""
"1902584","28221","family","Candidatus Desulfofervidaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","","","","","1902584","","","","","","","","","","","","","","","",""
"1328881","766","family","Candidatus Midichloriaceae","1","131567","2","","","","","","1224","","","","28211","","","","","766","","","","1328881","","","","","","","","","","","","","","","",""
"1777752","1921002","family","Candidatus Paracaedibacteraceae","1","131567","2","","","","","","1224","","","","28211","","","","","1921002","","","","1777752","","","","","","","","","","","","","","","",""
"868","135615","family","Cardiobacteriaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135615","","","","868","","","","","","","","","","","","","","","",""
"186828","186826","family","Carnobacteriaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","186828","","","","","","","","","","","","","","","",""
"424536","186802","family","Catabacteriaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","424536","","","","","","","","","","","","","","","",""
"414877","414714","family","Catenulisporaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","414714","","","","414877","","","","","","","","","","","","","","","",""
"76892","204458","family","Caulobacteraceae","1","131567","2","","","","","","1224","","","","28211","","","","","204458","","","","76892","","","","","","","","","","","","","","","",""
"85016","85006","family","Cellulomonadaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85016","","","","","","","","","","","","","","","",""
"1706371","1706369","family","Cellvibrionaceae","1","131567","2","","","","","","1224","","","","1236","","","","","1706369","","","","1706371","","","","","","","","","","","","","","","",""
"1890431","1890424","family","Chamaesiphonaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890431","","","","","","","","","","","","","","","",""
"1860138","1860137","family","Chitinispirillaceae","1","131567","2","1783270","","","","","65842","","","","1860136","","","","","1860137","","","","1860138","","","","","","","","","","","","","","","",""
"563835","1853229","family","Chitinophagaceae","1","131567","2","1783270","68336","","","","976","","","","1853228","","","","","1853229","","","","563835","","","","","","","","","","","","","","","",""
"809","51291","family","Chlamydiaceae","1","131567","2","1783257","","","","","204428","","","","204429","","","","","51291","","","","809","","","","","","","","","","","","","","","",""
"191412","191411","family","Chlorobiaceae","1","131567","2","1783270","68336","","","","1090","","","","191410","","","","","191411","","","","191412","","","","","","","","","","","","","","","",""
"1106","1508594","family","Chloroflexaceae","1","131567","2","1783272","","","","","200795","","","","32061","","","","","32064","","","1508594","1106","","","","","","","","","","","","","","","",""
"1892261","1161","family","Chlorogloeopsidaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1161","","","","1892261","","","","","","","","","","","","","","","",""
"990719","186802","family","Christensenellaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","990719","","","","","","","","","","","","","","","",""
"1046","135613","family","Chromatiaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135613","","","","1046","","","","","","","","","","","","","","","",""
"1499392","206351","family","Chromobacteriaceae","1","131567","2","","","","","","1224","","","","28216","","","","","206351","","","","1499392","","","","","","","","","","","","","","","",""
"1890464","1118","family","Chroococcaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1118","","","","1890464","","","","","","","","","","","","","","","",""
"1890528","1890505","family","Chroococcidiopsidaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890505","","","","1890528","","","","","","","","","","","","","","","",""
"1836792","1836787","family","Chthoniobacteraceae","1","131567","2","1783257","","","","","74201","","","","134549","","","","","1836787","","","","1836792","","","","","","","","","","","","","","","",""
"1077264","1077263","family","Chthonomonadaceae","1","131567","2","1783272","","","","","67819","","","","1077257","","","","","1077263","","","","1077264","","","","","","","","","","","","","","","",""
"31979","186802","family","Clostridiaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","31979","","","","","","","","","","","","","","","",""
"543314","538999","family","Clostridiales Family XIII. Incertae Sedis","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","538999","","","543314","","","","","","","","","","","","","","","",""
"539000","538999","family","Clostridiales Family XVII. Incertae Sedis","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","538999","","","539000","","","","","","","","","","","","","","","",""
"1892251","1150","family","Coleofasciculaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1150","","","","1892251","","","","","","","","","","","","","","","",""
"267889","135622","family","Colwelliaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267889","","","","","","","","","","","","","","","",""
"80864","80840","family","Comamonadaceae","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","","","","","","","","","","",""
"1400857","118884","family","Competibacteraceae","1","131567","2","","","","","","1224","","","","1236","118884","","","","","","","","1400857","","","","","","","","","","","","","","","",""
"320583","588673","family","Conexibacteraceae","1","131567","2","1783272","","","","","201174","","","","1497346","","","","","588673","","","","320583","","","","","","","","","","","","","","","",""
"84107","84999","family","Coriobacteriaceae","1","131567","2","1783272","","","","","201174","","","","84998","","","","","84999","","","","84107","","","","","","","","","","","","","","","",""
"1653","85007","family","Corynebacteriaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","1653","","","","","","","","","","","","","","","",""
"118968","118969","family","Coxiellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","118969","","","","118968","","","","","","","","","","","","","","","",""
"1853230","200644","family","Crocinitomicaceae","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","1853230","","","","","","","","","","","","","","","",""
"246874","200644","family","Cryomorphaceae","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","246874","","","","","","","","","","","","","","","",""
"622454","85013","family","Cryptosporangiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85013","","","","622454","","","","","","","","","","","","","","","",""
"1890452","1118","family","Cyanobacteriaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1118","","","","1890452","","","","","","","","","","","","","","","",""
"1892249","1150","family","Cyanothecaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1150","","","","1892249","","","","","","","","","","","","","","","",""
"563798","768507","family","Cyclobacteriaceae","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","563798","","","","","","","","","","","","","","","",""
"39","80811","family","Cystobacteraceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","29","","","80811","39","","","","","","","","","","","","","","","",""
"89373","768507","family","Cytophagaceae","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","89373","","","","","","","","","","","","","","","",""
"191394","191393","family","Deferribacteraceae","1","131567","2","","","","","","200930","","","","68337","","","","","191393","","","","191394","","","","","","","","","","","","","","","",""
"1185407","186802","family","Defluviitaleaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","1185407","","","","","","","","","","","","","","","",""
"1202464","1202465","family","Dehalococcoidaceae","1","131567","2","1783272","","","","","200795","","","","301297","","","","","1202465","","","","1202464","","","","","","","","","","","","","","","",""
"183710","118964","family","Deinococcaceae","1","131567","2","1783272","","","","","1297","","","","188787","","","","","118964","","","","183710","","","","","","","","","","","","","","","",""
"1042322","85006","family","Demequinaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","1042322","","","","","","","","","","","","","","","",""
"85020","85006","family","Dermabacteraceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85020","","","","","","","","","","","","","","","",""
"145357","85006","family","Dermacoccaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","145357","","","","","","","","","","","","","","","",""
"85018","85006","family","Dermatophilaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85018","","","","","","","","","","","","","","","",""
"1890498","52604","family","Dermocarpellaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","52604","","","","1890498","","","","","","","","","","","","","","","",""
"453228","453227","family","Desulfarculaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","453227","","","","453228","","","","","","","","","","","","","","","",""
"213119","213118","family","Desulfobacteraceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213118","","","","213119","","","","","","","","","","","","","","","",""
"213121","213118","family","Desulfobulbaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213118","","","","213121","","","","","","","","","","","","","","","",""
"213117","213115","family","Desulfohalobiaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213115","","","","213117","","","","","","","","","","","","","","","",""
"213116","213115","family","Desulfomicrobiaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213115","","","","213116","","","","","","","","","","","","","","","",""
"224380","213115","family","Desulfonatronaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213115","","","","224380","","","","","","","","","","","","","","","",""
"194924","213115","family","Desulfovibrionaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213115","","","","194924","","","","","","","","","","","","","","","",""
"117942","213113","family","Desulfurellaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213113","","","","117942","","","","","","","","","","","","","","","",""
"558314","1485951","family","Desulfurobacteriaceae","1","131567","2","","","","","","200783","","","","187857","","","","","1485951","","","","558314","","","","","","","","","","","","","","","",""
"213421","69541","family","Desulfuromonadaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","69541","","","","213421","","","","","","","","","","","","","","","",""
"203488","203487","family","Dictyoglomaceae","1","131567","2","","","","","","68297","","","","203486","","","","","203487","","","","203488","","","","","","","","","","","","","","","",""
"85029","85007","family","Dietziaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","85029","","","","","","","","","","","","","","","",""
"72276","135613","family","Ectothiorhodospiraceae","1","131567","2","","","","","","1224","","","","1236","","","","","135613","","","","72276","","","","","","","","","","","","","","","",""
"1643826","1643822","family","Eggerthellaceae","1","131567","2","1783272","","","","","201174","","","","84998","","","","","1643822","","","","1643826","","","","","","","","","","","","","","","",""
"641876","641854","family","Elusimicrobiaceae","1","131567","2","","","","","","74152","","","","641853","","","","","641854","","","","641876","","","","","","","","","","","","","","","",""
"1783343","1783344","family","Endomicrobiaceae","1","131567","2","","","","","","74152","","","","447830","","","","","1783344","","","","1783343","","","","","","","","","","","","","","","",""
"543","91347","family","Enterobacteriaceae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","543","","","","","","","","","","","","","","","",""
"81852","186826","family","Enterococcaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","81852","","","","","","","","","","","","","","","",""
"33925","186328","family","Entomoplasmataceae","1","131567","2","1783272","","","","","544448","","","","31969","","","","","186328","","","","33925","","","","","","","","","","","","","","","",""
"1903409","91347","family","Erwiniaceae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","1903409","","","","","","","","","","","","","","","",""
"128827","526525","family","Erysipelotrichaceae","1","131567","2","1783272","","","","","1239","","","","526524","","","","","526525","","","","128827","","","","","","","","","","","","","","","",""
"335929","204457","family","Erythrobacteraceae","1","131567","2","","","","","","1224","","","","28211","","","","","204457","","","","335929","","","","","","","","","","","","","","","",""
"186806","186802","family","Eubacteriaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186806","","","","","","","","","","","","","","","",""
"267892","135622","family","Ferrimonadaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267892","","","","","","","","","","","","","","","",""
"1442156","1442155","family","Ferrovaceae","1","131567","2","","","","","","1224","","","","28216","","","","","1442155","","","","1442156","","","","","","","","","","","","","","","",""
"1643950","2419","family","Fervidobacteriaceae","1","131567","2","","","","","","200918","","","","188708","","","","","2419","","","","1643950","","","","","","","","","","","","","","","",""
"204431","218872","family","Fibrobacteraceae","1","131567","2","1783270","","","","","65842","","","","204430","","","","","218872","","","","204431","","","","","","","","","","","","","","","",""
"200667","768507","family","Flammeovirgaceae","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","200667","","","","","","","","","","","","","","","",""
"49546","200644","family","Flavobacteriaceae","1","131567","2","1783270","68336","","","","976","","","","117743","","","","","200644","","","","49546","","","","","","","","","","","","","","","",""
"1892264","1161","family","Fortieaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1161","","","","1892264","","","","","","","","","","","","","","","",""
"34064","72273","family","Francisellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","72273","","","","34064","","","","","","","","","","","","","","","",""
"74712","85013","family","Frankiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85013","","","","74712","","","","","","","","","","","","","","","",""
"203492","203491","family","Fusobacteriaceae","1","131567","2","","","","","","32066","","","","203490","","","","","203491","","","","203492","","","","","","","","","","","","","","","",""
"90627","713636","family","Gallionellaceae","1","131567","2","","","","","","1224","","","","28216","","","","","713636","","","","90627","","","","","","","","","","","","","","","",""
"1914233","112","family","Gemmataceae","1","131567","2","1783257","","","","","203682","","","","203683","","","","","112","","","","1914233","","","","","","","","","","","","","","","",""
"219687","219686","family","Gemmatimonadaceae","1","131567","2","1783270","","","","","142182","","","","219685","","","","","219686","","","","219687","","","","","","","","","","","","","","","",""
"213422","69541","family","Geobacteraceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","69541","","","","213422","","","","","","","","","","","","","","","",""
"85030","1643682","family","Geodermatophilaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","1643682","","","","85030","","","","","","","","","","","","","","","",""
"1890422","307595","family","Gloeobacteraceae","1","131567","2","1783272","1798711","","","","1117","","","","307596","","","","","307595","","","","1890422","","","","","","","","","","","","","","","",""
"85034","85014","family","Glycomycetaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85014","","","","85034","","","","","","","","","","","","","","","",""
"1892255","1150","family","Gomontiellaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1150","","","","1892255","","","","","","","","","","","","","","","",""
"85026","85007","family","Gordoniaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","85026","","","","","","","","","","","","","","","",""
"1903412","91347","family","Hafniaceae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","1903412","","","","","","","","","","","","","","","",""
"224379","135619","family","Hahellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","224379","","","","","","","","","","","","","","","",""
"972","53433","family","Halanaerobiaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","53433","","","","972","","","","","","","","","","","","","","","",""
"1706372","1706369","family","Halieaceae","1","131567","2","","","","","","1224","","","","1236","","","","","1706369","","","","1706372","","","","","","","","","","","","","","","",""
"1652132","213481","family","Halobacteriovoraceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","213481","","","","1652132","","","","","","","","","","","","","","","",""
"53434","53433","family","Halobacteroidaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","53433","","","","53434","","","","","","","","","","","","","","","",""
"28256","135619","family","Halomonadaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","28256","","","","","","","","","","","","","","","",""
"471823","471822","family","Haloplasmataceae","1","131567","2","2323","","","","","","","","","","","","","","471822","","","","471823","","","","","","","","","","","","","","","",""
"255526","135613","family","Halothiobacillaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135613","","","","255526","","","","","","","","","","","","","","","",""
"1892263","1161","family","Hapalosiphonaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1161","","","","1892263","","","","","","","","","","","","","","","",""
"72293","213849","family","Helicobacteraceae","1","131567","2","","","","","","1224","","","68525","29547","","","","","213849","","","","72293","","","","","","","","","","","","","","","",""
"31984","186802","family","Heliobacteriaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","31984","","","","","","","","","","","","","","","",""
"189773","189772","family","Herpetosiphonaceae","1","131567","2","1783272","","","","","200795","","","","32061","","","","","189772","","","","189773","","","","","","","","","","","","","","","",""
"574976","574975","family","Holophagaceae","1","131567","2","","","","","","57723","","","","533205","","","","","574975","","","","574976","","","","","","","","","","","","","","","",""
"44746","1921002","family","Holosporaceae","1","131567","2","","","","","","1224","","","","28211","","","","","1921002","","","","44746","","","","","","","","","","","","","","","",""
"206349","119069","family","Hydrogenophilaceae","1","131567","2","","","","","","1224","","","","28216","","","","","119069","","","","206349","","","","","","","","","","","","","","","",""
"224027","32069","family","Hydrogenothermaceae","1","131567","2","","","","","","200783","","","","187857","","","","","32069","","","","224027","","","","","","","","","","","","","","","",""
"1890500","52604","family","Hyellaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","52604","","","","1890500","","","","","","","","","","","","","","","",""
"1853232","768507","family","Hymenobacteraceae","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","1853232","","","","","","","","","","","","","","","",""
"45401","356","family","Hyphomicrobiaceae","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","45401","","","","","","","","","","","","","","","",""
"69657","204455","family","Hyphomonadaceae","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","69657","","","","","","","","","","","","","","","",""
"267893","135622","family","Idiomarinaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267893","","","","","","","","","","","","","","","",""
"795749","795748","family","Ignavibacteriaceae","1","131567","2","1783270","68336","","","","1134404","","","","795747","","","","","795748","","","","795749","","","","","","","","","","","","","","","",""
"85021","85006","family","Intrasporangiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85021","","","","","","","","","","","","","","","",""
"1763524","112","family","Isosphaeraceae","1","131567","2","1783257","","","","","203682","","","","203683","","","","","112","","","","1763524","","","","","","","","","","","","","","","",""
"85022","85006","family","Jonesiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85022","","","","","","","","","","","","","","","",""
"1920240","135619","family","Kangiellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","1920240","","","","","","","","","","","","","","","",""
"597359","597358","family","Kiloniellaceae","1","131567","2","","","","","","1224","","","","28211","","","","","597358","","","","597359","","","","","","","","","","","","","","","",""
"83778","622452","family","Kineosporiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","622452","","","","83778","","","","","","","","","","","","","","","",""
"1331809","362534","family","Kordiimonadaceae","1","131567","2","","","","","","1224","","","","28211","","","","","362534","","","","1331809","","","","","","","","","","","","","","","",""
"1643948","1643946","family","Kosmotogaceae","1","131567","2","","","","","","200918","","","","188708","","","","","1643946","","","","1643948","","","","","","","","","","","","","","","",""
"388449","388448","family","Ktedonobacteraceae","1","131567","2","1783272","","","","","200795","","","","388447","","","","","388448","","","","388449","","","","","","","","","","","","","","","",""
"1524216","80812","family","Labilitrichaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","29","","","80812","1524216","","","","","","","","","","","","","","","",""
"186803","186802","family","Lachnospiraceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186803","","","","","","","","","","","","","","","",""
"33958","186826","family","Lactobacillaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","33958","","","","","","","","","","","","","","","",""
"444","118969","family","Legionellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","118969","","","","444","","","","","","","","","","","","","","","",""
"1840213","171549","family","Lentimicrobiaceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","1840213","","","","","","","","","","","","","","","",""
"1890438","1890424","family","Leptolyngbyaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890438","","","","","","","","","","","","","","","",""
"170","1643688","family","Leptospiraceae","1","131567","2","","","","","","203691","","","","203692","1643688","","","","","","","","170","","","","","","","","","","","","","","","",""
"1129771","203491","family","Leptotrichiaceae","1","131567","2","","","","","","32066","","","","203490","","","","","203491","","","","1129771","","","","","","","","","","","","","","","",""
"81850","186826","family","Leuconostocaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","81850","","","","","","","","","","","","","","","",""
"1676650","1676649","family","Limnochordaceae","1","131567","2","1783272","","","","","1239","","","","1676648","","","","","1676649","","","","1676650","","","","","","","","","","","","","","","",""
"186820","1385","family","Listeriaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186820","","","","","","","","","","","","","","","",""
"1573805","171549","family","Marinifilaceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","1573805","","","","","","","","","","","","","","","",""
"558415","171549","family","Marinilabiliaceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","558415","","","","","","","","","","","","","","","",""
"580372","580371","family","Mariprofundaceae","1","131567","2","","","","","","1224","","","","580370","","","","","580371","","","","580372","","","","","","","","","","","","","","","",""
"1334117","795748","family","Melioribacteraceae","1","131567","2","1783270","68336","","","","1134404","","","","795747","","","","","795748","","","","1334117","","","","","","","","","","","","","","","",""
"1890428","1890424","family","Merismopediaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890428","","","","","","","","","","","","","","","",""
"1769717","1769716","family","Mesoaciditogaceae","1","131567","2","","","","","","200918","","","","188708","","","","","1769716","","","","1769717","","","","","","","","","","","","","","","",""
"717964","717963","family","Methylacidiphilaceae","1","131567","2","1783257","","","","","74201","326457","","","","","","","","717963","","","","717964","","","","","","","","","","","","","","","",""
"119045","356","family","Methylobacteriaceae","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","119045","","","","","","","","","","","","","","","",""
"403","135618","family","Methylococcaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135618","","","","403","","","","","","","","","","","","","","","",""
"31993","356","family","Methylocystaceae","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","31993","","","","","","","","","","","","","","","",""
"32011","206350","family","Methylophilaceae","1","131567","2","","","","","","1224","","","","28216","","","","","206350","","","","32011","","","","","","","","","","","","","","","",""
"1486721","135618","family","Methylothermaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135618","","","","1486721","","","","","","","","","","","","","","","",""
"85023","85006","family","Microbacteriaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","","","","","","","","","","",""
"1706373","1706369","family","Microbulbiferaceae","1","131567","2","","","","","","1224","","","","1236","","","","","1706369","","","","1706373","","","","","","","","","","","","","","","",""
"1268","85006","family","Micrococcaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","1268","","","","","","","","","","","","","","","",""
"1892252","1150","family","Microcoleaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1150","","","","1892252","","","","","","","","","","","","","","","",""
"1890449","1118","family","Microcystaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1118","","","","1890449","","","","","","","","","","","","","","","",""
"28056","85008","family","Micromonosporaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85008","","","","28056","","","","","","","","","","","","","","","",""
"1798913","84993","family","Microthrixaceae","1","131567","2","1783272","","","","","201174","","","","84992","","","","","84993","","","","1798913","","","","","","","","","","","","","","","",""
"468","72274","family","Moraxellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","72274","","","","468","","","","","","","","","","","","","","","",""
"1903414","91347","family","Morganellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","1903414","","","","","","","","","","","","","","","",""
"267891","135622","family","Moritellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267891","","","","","","","","","","","","","","","",""
"1762","85007","family","Mycobacteriaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","1762","","","","","","","","","","","","","","","",""
"2092","2085","family","Mycoplasmataceae","1","131567","2","1783272","","","","","544448","","","","31969","","","","","2085","","","","2092","","","","","","","","","","","","","","","",""
"31","80811","family","Myxococcaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","29","","","80811","31","","","","","","","","","","","","","","","",""
"85031","1643684","family","Nakamurellaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","1643684","","","","85031","","","","","","","","","","","","","","","",""
"485255","485256","family","Natranaerobiaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","485256","","","","485255","","","","","","","","","","","","","","","",""
"224467","235899","family","Nautiliaceae","1","131567","2","","","","","","1224","","","68525","29547","","","","","235899","","","","224467","","","","","","","","","","","","","","","",""
"481","206351","family","Neisseriaceae","1","131567","2","","","","","","1224","","","","28216","","","","","206351","","","","481","","","","","","","","","","","","","","","",""
"206379","32003","family","Nitrosomonadaceae","1","131567","2","","","","","","1224","","","","28216","","","","","32003","","","","206379","","","","","","","","","","","","","","","",""
"407032","1293499","family","Nitrospinaceae","1","131567","2","1802340","","","","","1293497","","","","1293498","","","","","1293499","","","","407032","","","","","","","","","","","","","","","",""
"189779","189778","family","Nitrospiraceae","1","131567","2","","","","","","40117","","","","203693","","","","","189778","","","","189779","","","","","","","","","","","","","","","",""
"85025","85007","family","Nocardiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","85025","","","","","","","","","","","","","","","",""
"85015","85009","family","Nocardioidaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85009","","","","85015","","","","","","","","","","","","","","","",""
"83676","85012","family","Nocardiopsaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85012","","","","83676","","","","","","","","","","","","","","","",""
"1162","1161","family","Nostocaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1161","","","","1162","","","","","","","","","","","","","","","",""
"135620","135619","family","Oceanospirillaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","135620","","","","","","","","","","","","","","","",""
"1853231","171549","family","Odoribacteraceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","1853231","","","","","","","","","","","","","","","",""
"191033","135619","family","Oleiphilaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135619","","","","191033","","","","","","","","","","","","","","","",""
"134623","415000","family","Opitutaceae","1","131567","2","1783257","","","","","74201","","","","414999","","","","","415000","","","","134623","","","","","","","","","","","","","","","",""
"1240483","1240482","family","Orbaceae","1","131567","2","","","","","","1224","","","","1236","","","","","1240482","","","","1240483","","","","","","","","","","","","","","","",""
"1892254","1150","family","Oscillatoriaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1150","","","","1892254","","","","","","","","","","","","","","","",""
"104174","1508594","family","Oscillochloridaceae","1","131567","2","1783272","","","","","200795","","","","32061","","","","","32064","","","1508594","104174","","","","","","","","","","","","","","","",""
"216572","186802","family","Oscillospiraceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","216572","","","","","","","","","","","","","","","",""
"75682","80840","family","Oxalobacteraceae","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","75682","","","","","","","","","","","","","","","",""
